标题,价格,省份,城市,销量,店铺
联想笔记本电脑 超薄大型游戏本i7四核学生高清办公商务手提电脑,1202.87,广东,广州,100+,盛世淘本
方正2024新品笔记本电脑英特尔N100便携轻薄15.6寸IPS高清屏大学生商务办公工作设计师PS电竞游戏本官方正品,1999.00,广东,深圳,73,founder方正方德专卖店
2024新款英特尔笔记本电脑轻薄本超薄便携式电脑n95全面屏办公商务游戏15.6英寸学生家用系统电池工作站,1121.80,浙江,杭州,100+,天天特卖工厂店
英特尔酷睿新款超薄笔记本电脑16.5英寸高清大屏幕多功能商务娱乐游戏工作电脑学生学习笔记本轻薄本办公科技,1068.40,浙江,杭州,100+,国货甄选旗舰店
Lenovo/联想 拯救者 联想y7000 Y7000P R7000吃鸡游戏 笔记本电脑,1595.40,福建,泉州,200+,拯救者直销店
Apple/苹果二手笔记本电脑MacBookPro Air超薄游戏独显办公学生本,654.87,上海,未知,1000+,凡型实业数码科技
机械革命蛟龙16pro 4070极光pro耀世15 4060学生游戏本笔记本电脑,5299.00,上海,未知,500+,机械革命专享店
联想笔记本电脑 超薄大型游戏本i7四核学生高清办公商务手提家用,842.87,广东,广州,71,八方圆数码科技
Asus/华硕飞行堡垒FX i7笔记本电脑轻薄办公编程手提电脑学生游戏,1024.87,广东,广州,100+,铠龙数码
【2024新品酷睿i9】笔记本电脑32G英特尔i7高配置13代电竞游戏大学生商务办公设计轻薄手提官方旗舰正品独显,907.24,广东,深圳,8000+,HUAV裕腾专卖店
MECHREVO机械革命旷世g笔记本电脑e游戏极光16pro蛟龙无界本4060,2485.87,广东,湛江,200+,艾克数码商城
联想Thinkpad超薄笔记本电脑X390学生IPS商务本13.3寸280 X13 L13,1138.00,广东,广州,800+,灵龙数码二手笔记本电脑
高性能AI超轻薄本笔记本电脑 AMD锐龙7 14英寸学生商务官方旗舰店,5299.00,上海,未知,1000+,adol官方旗舰店
Apple/苹果 MacBook Air 系列笔记本电脑13.3寸8核M1芯片2020款 笔记本电脑官方旗舰店4,7049.00,浙江,金华,34,苏宁易购官方旗舰店
Microsoft/微软Surface Laptop Go 3商务轻薄笔记本电脑2学生Go3,3588.00,上海,未知,200+,上海数码老周
未使用ThinkPad X270 X280 轻薄联想笔记本电脑超级本12寸办公i7,680.00,广东,广州,10,lBM原装电脑正品店
LGgram Ultra 2.5K LG原厂防眩光笔记本电脑商务办公轻薄本32G,10093.37,上海,未知,18,LG笔记本旗舰店
联想小新Pro AI元启 2024新款 联想小新Pro16 锐龙2024 联想AIPC 16英寸轻薄本笔记本电脑,5999.00,北京,未知,18,联想联保专卖店
联想笔记本电脑小新品酷睿i3/i5-12500H轻薄游戏本V14/V15.6英寸手提电脑,3299.00,广东,广州,24,ThinkPad仁捷专卖店
【百亿补贴】华硕灵耀14  13代英特尔酷睿i7 Evo 2.8K OLED屏潮流高颜轻薄商务办公笔记本电脑官方旗舰店,6319.00,上海,未知,2000+,asus华硕官方旗舰店
2024旗舰新品HP/惠普 spectre X360 可选英特尔Evo酷睿Ultra7 Arc,10399.00,广东,广州,68,惠普中国官方旗舰店
Hasee/神舟 战神系列 Z8D63/Z7/S8/T8 PLUSE94 RTX4070独显游戏本,3986.00,北京,未知,97,神舟北京号
华为MateBook E 2023新款平板12.6英寸12代WIFI笔记本二合一电脑,3299.00,上海,未知,100+,果果数码电商
【2024爆款】联想拯救者R7000 Y7000P Y9000P  R9000P  电竞游戏本笔记本电脑学生设计师旗舰正品店官方,7098.60,广东,广州,300+,联想爱特家专卖店
笔记本电脑联想ThinkPad T560 T570 T580 P52S15.6寸独显办公游戏,1080.00,广东,广州,100+,广州粤新二手数码企业店
官方店联想拯救者 Y7000P/R9000P/Y9000P可选 游戏笔记本电脑,8699.00,北京,未知,400+,联想直营官方店
【2023新品首发】联想ThinkPad P16 Gen2 英特尔酷睿i7/i9 16英寸3D绘图建模设计师图形工作站笔记本电脑独显,15399.00,福建,厦门,20,thinkpad恒瀚专卖店
【自营】HUAWEI 华为MateBookD14/14 商务办公 轻薄便携 笔记本电脑,4999.00,浙江,杭州,82,喵速达电器官方旗舰店
【新品】acer宏碁优跃16 12代酷睿i5-12450H 16英寸IPS高清屏高性能学生办公轻薄本设计师手提宏基笔记本电脑,3199.00,北京,未知,3,acer宏碁商用旗舰店
2024新品上市LG gram17AI酷睿Ultra7学习商务办公轻薄本2.5K LG原厂防,9193.72,上海,未知,33,LG笔记本旗舰店
DELL戴尔G15 12代英特尔酷睿i7高刷游戏本3060笔记本电脑学生电竞,3489.00,江西,南昌,42,锦诚笔记本商行
Microsoft/微软 Surface Pro 5苏菲 办公 平板 二合一 笔记本电脑,928.00,广东,广州,72,广州极奥(GL)笔记本企业店
Lenovo/联想 拯救者 R9000P Y9000P/R Y7000P游戏笔记本电脑2023,5388.00,江西,南昌,200+,新名人数码科技
荣耀MagicBookPro16笔记本电脑Ultra7黑悟空4060电竞轻薄游戏本16,5299.00,北京,未知,14,井宏科技
外星人ALIENWARE x14 R2 14英寸高性能轻薄本 游戏电竞笔记本电脑,14999.00,北京,未知,2,外星人长虹佳华专卖店
HP/惠普暗影精灵9 学生游戏本13代处理器RTX4060电竞笔记本电脑,5488.00,安徽,合肥,51,笔记本电脑数码工厂店
【2024新品英特尔13代酷睿i7】笔记本电脑触控屏超清轻薄商务办公学生设计手提电竞独显游戏本官方正品旗舰店,1298.00,广东,深圳,1万+,UIG旗舰店
acer/宏碁EX215-32 英特尔四核15.6英寸大屏学生学习商用办公轻薄笔记本电脑宏基官方正品,1899.00,上海,未知,100+,acer宏碁商用旗舰店
2024新品联想 拯救者G5000 酷睿i7 拯救者升级版15.6英寸独显电竞玩家,6488.25,江苏,南京,23,联想冉创专卖店
Acer/宏碁 非凡 轻薄本非凡Go笔记本电脑OLED屏办公家用学生,2578.00,北京,未知,900+,宏碁acer电脑商城
Dell/戴尔 i7 i5笔记本电脑 轻薄便携游戏本高清办公手提学生家用,1132.87,广东,广州,76,八达通数码商行
华硕天选2/3/4/5第13代i5/i7学生4060显卡电竞游戏2024笔记本电脑,3089.00,江西,南昌,14,阳光数码科技品牌店
【阿里自营】联想小新Pro14 2023款小新14/16 酷睿i5标压 商务办公出差学习便携轻薄笔记本电脑,4080.00,浙江,杭州,28,喵速达电器官方旗舰店
2024新品HP/惠普战66六代七代笔记本酷睿Ultra处理器2050独显2.5K高性,3849.00,江苏,南京,41,惠普推星专卖店
Hasee/神舟 战神T8/Z8D6/S8/G8D6/Z7/RTX4060/RTX4050独显直连学生电竞游戏本办公电脑神州游戏笔记本电脑,4088.00,北京,未知,60,蕊蕊恒信数码专营店
【12期免息】联想ThinkPad X1 Nano 英特尔酷睿i7 13英寸超轻薄便携商务办公手提ibm笔记本电脑英特尔Evo认证,6399.00,福建,厦门,30,thinkpad恒瀚专卖店
Apple/苹果13 14英寸笔记本电脑 MacBook Pro/2022款M2设计办公M1,3992.37,广东,广州,100+,麦克苹果科技
LG gram17英寸超轻薄本笔记本电脑2024新款英特尔酷睿Ultra7-155H高性,9693.42,北京,未知,21,LG天恩志兴专卖店
华硕天选5pro 2024新锐龙14代酷睿i9 4070独显学生游戏笔记本电脑,7068.00,四川,成都,32,时代数码电竞商城
全新笔记本电脑15.6寸轻薄便携女生款超薄手提电脑商务办公游戏本,517.37,广东,深圳,49,长江数码城007
Apple/苹果 16英寸MacBook Pro笔记本电脑M3 Pro/Max,20499.00,上海,未知,11,飞跃优品
Hasee/神舟战神TX8R9 Z8 S8D6 2.5K RTX4060独显游戏本笔记本电脑,9999.00,河南,郑州,100+,神船燕子神舟电脑电商中心
IP65双屏三屏全加固工业三防笔记本电脑工业移动工作站服务器电脑,23800.00,广东,东莞,4,鑫控特种计算机
Thinkpad联想笔记本电脑超薄超级本T460s T480办公本14寸T470T460,1043.87,广东,佛山,100+,四海纵横科技
苹果/Apple超薄笔记本电脑Mac BookPro13/15/16寸设计剪辑办公Air,1782.87,浙江,杭州,63,跃然苹果
Dell/戴尔灵越Pro锐龙R7全能笔记本电脑i7高配置i5轻薄本2023新款,3099.00,北京,未知,300+,鑫源数码自营店
2024新品HP/惠普 暗影精灵10Slim 14代酷睿i9-14900HX RTX4060 16,10799.00,北京,未知,2,惠普锐博正业专卖店
新款折叠屏笔记本电脑双屏学生YOGABOOK办公追剧娱乐书写炒股游戏,2593.87,上海,未知,11,AICON数码专店
GPD win max2 2024新款掌上游戏本10寸触控高性能8840U笔记本电脑,5298.00,江苏,苏州,100+,GPD掌机电脑
HP/惠普战系列战66五代六代锐龙轻薄商务办公便携女生笔记本电脑,2293.87,上海,未知,600+,上海皓堡科技品牌电脑店
高性能AI超轻薄本笔记本电脑 AMD锐龙7 14英寸学生商务官方旗舰店,5299.00,上海,未知,1000+,adol官方旗舰店
联想二手笔记本电脑I7九成新14寸高配置学生轻便商务办公15游戏本,388.00,重庆,未知,81,惠多二手电脑
Geglovo/格斐斯新款英特尔笔记本电脑轻薄本办公学生专用15.6英寸,1193.87,广东,深圳,4,华锋数码易购
二手苹果笔记本电脑Apple/苹果MacBook Air Pro超薄i7独显手提本,925.00,重庆,未知,19,惠多二手电脑
LGgram Ultra 2.5K LG原厂防眩光笔记本电脑商务办公轻薄本32G,10093.37,上海,未知,18,LG笔记本旗舰店
联想华硕戴尔惠普宏基二手笔记本电脑高配置I7轻便商务办公游戏本,388.00,重庆,未知,44,惠多二手电脑
16g1024g全新2024新款平板电脑护眼官方正品ipadpro游戏画画办公二合一全网通5g笔记本学习机骁龙智能新品,266.40,浙江,杭州,100+,天天特卖工厂店
华硕二手笔记本电脑九成新正品14/15寸商务办公I7/I5高配置游戏本,388.00,重庆,未知,4,京迈二手笔记本
2024旗舰新品HP/惠普 spectre X360 可选英特尔Evo酷睿Ultra7 Arc,10399.00,广东,广州,68,惠普中国官方旗舰店
Lenovo联想笔记本电脑轻薄办公学生设计编程高配i7四核电竞游戏本,993.87,广东,广州,200+,Ienovo电脑营业店
联想笔记本电脑 i7轻薄商务办公设计 直播学生家用网课手提游戏本,880.00,广东,汕尾,38,硕星数码坊
联想笔记本电脑 轻薄便携办公 家用学习 大型游戏电竞笔记本电脑,1224.87,广东,广州,74,棋瑞数码
二手联想笔记本电脑 I7 四核吃鸡游戏本 I5超轻薄商务办公便携本,550.00,湖南,长沙,600+,赛格笔记本电脑批发
官方店联想拯救者 Y7000P/R9000P/Y9000P可选 游戏笔记本电脑,8699.00,北京,未知,400+,联想直营官方店
双屏笔记本电脑15.6寸32G英特尔商务办公游戏设计学生触屏上网本,1763.87,广东,深圳,83,鑫科派电子科技数码
Asus/华硕飞行堡垒 i7笔记本电脑轻薄办公学生设计手提电脑游戏本,1014.87,广东,广州,7,天恒数码科技
雷神911MTPro暗杀星ZERO笔记本电脑i5/i7星战3060独显电竞Air游戏,1088.00,广东,广州,11,小哆来咪科技
2024新品上市LG gram17AI酷睿Ultra7学习商务办公轻薄本2.5K LG原厂防,9193.72,上海,未知,33,LG笔记本旗舰店
【顺丰速发】华为MateBook D14/D16 2024年新款笔记本电脑办公i5/i7轻薄本学生手提官方旗舰店官网款SE正品,4749.00,河南,郑州,72,华为盛世通乾专卖店
华为MateBook D16 i5-13500H 高能版 16英寸轻薄办公笔记本电脑,5299.00,河南,郑州,82,d[s61774345]
Apple/苹果MacBookPro苹果笔记本电脑超薄Air i5办公商务本i7游戏,1050.00,江苏,苏州,8,优选严选笔记本数码
笔记本电脑酷睿i7轻薄Pro办公学生家用剪辑Apple/苹果MacBook Air,877.00,广东,广州,8,小油柑数码
外星人ALIENWARE x14 R2 14英寸高性能轻薄本 游戏电竞笔记本电脑,14999.00,北京,未知,2,外星人长虹佳华专卖店
苹果笔记本电脑Mac Book Air13.3寸办公商务轻薄游戏商务手提本,788.00,广东,佛山,14,随风数码电脑
华硕二手笔记本电脑联想四核独显游戏本cad办公ps编程LOL网课炒股,393.87,湖南,长沙,4,常利数码
Apple/苹果MacBook Air超薄Pro酷睿i7品牌折扣高配独显笔记本电脑,1088.00,广东,广州,200+,小油柑数码
2024新品HP/惠普战66六代七代笔记本酷睿Ultra处理器2050独显2.5K高性,3849.00,江苏,南京,41,惠普推星专卖店
Huawei/华为 MateBook 14新款酷睿笔记本电脑触控手写屏轻薄便携,3682.87,广东,深圳,15,果粉笔记本中心
二手笔记本电脑联想Thinkpad超薄i7四核独显游戏本I5网课商务手提,474.87,广东,广州,1000+,飞梦电脑数码
Huawei/华为 MateBook 14笔记本电脑 银丨I5-1340P 16G 1T,5999.00,河南,郑州,100+,d[s61774345]
二手笔记本电脑i3 i5 i7办公游戏笔记本上网课品牌手提办公笔记本,559.00,湖南,长沙,100+,阳光百里数码
2024新品联想 拯救者G5000 酷睿i7 拯救者升级版15.6英寸独显电竞玩家,6488.25,江苏,南京,23,联想冉创专卖店
Hasee神舟战神z8游戏笔记本电脑i5 10200H RTX3060全能本,3400.00,山东,济南,5,乐同电脑笔记本精品
15.6寸超薄四核笔记本电脑商务办公手提电脑轻薄便携女手提电脑粉,544.87,广东,深圳,43,百品惠
Apple苹果笔记本电脑MacBookProAir超轻薄i5i7办公设计女学生游戏,1487.87,广东,广州,30,信诚数码苹果电脑老店
IP65双屏三屏全加固工业三防笔记本电脑工业移动工作站服务器电脑,23800.00,广东,东莞,4,鑫控特种计算机
Lenovo/ 联想轻薄游戏高清办公手提电脑i7学生便携家用笔记本电脑,1580.00,广东,广州,200+,鸿嘉数码商行
【2024新品英特尔】笔记本电脑轻薄本15.6英寸大学生便携商务办公绘图设计高配置游戏本官方正品适用,835.20,浙江,杭州,11,天天特卖工厂店
IBM 联想IThinkPad 笔记本电脑 X200 x200S 12寸 上网本 包邮,288.00,广东,广州,400+,恒博科技2006
Apple/苹果 A2141 19款16寸Pro设计办公笔记本电脑渲染AdobePSC4D,5099.00,广东,广州,52,小洋数码优选
LG gram17英寸超轻薄本笔记本电脑2024新款英特尔酷睿Ultra7-155H高性,9693.42,北京,未知,21,LG天恩志兴专卖店
联想小新air14二手笔记本电脑正品学生轻薄商务办公PS超级本air15,1347.87,贵州,贵阳,300+,鹏彭数码
联想ThinkPad T490S 新款i7高配轻薄便携超级本ibm四核笔记本电脑,1182.87,广东,深圳,15,果粉笔记本中心
笔记本电脑酷睿i7轻薄Pro学生商务手提便携Apple/苹果MacBook Air,877.00,广东,广州,14,小油柑数码
2024新品HP/惠普 暗影精灵10Slim 14代酷睿i9-14900HX RTX4060 16,10799.00,北京,未知,2,惠普锐博正业专卖店
华为MateBook D16 i5-13500H 高能版 16英寸轻薄办公笔记本电脑,5299.00,河南,郑州,84,d[s61774345]
MECHREVO/机械革命旷世G16 16英寸游戏本 13代酷睿笔记本电脑,5699.00,上海,未知,100+,机械革命笔记本数码店
X220tX230tX240X250T420T430旋转屏触摸写笔记本电脑联想ThinkPad,488.00,广东,广州,400+,金玉笔记本电脑
高性能AI超轻薄本笔记本电脑 AMD锐龙7 14英寸学生商务官方旗舰店,5299.00,上海,未知,1000+,adol官方旗舰店
【酷睿i7独显】2024笔记本电脑新款全新2.5K护眼屏商务出差办公学习网课轻薄手提电竞游戏本官方旗舰正品女款,1628.00,广东,深圳,9000+,hipaa海鲅旗舰店
机械革命 极光Pro 蛟龙16K 蛟龙16pro 4070 耀世15游戏本电脑,5249.00,上海,未知,400+,机械革命专享店
松下笔记本电脑SV8高性能商务办公游戏汽修户外直播便携迷你手提,786.72,广东,广州,32,伊能幸福
LGgram Ultra 2.5K LG原厂防眩光笔记本电脑商务办公轻薄本32G,10093.37,上海,未知,18,LG笔记本旗舰店
【2024新品现货】联想拯救者Y9000P 16英寸 14代酷睿i9 RTX4060显卡 240Hz刷新率游戏电竞设计笔记本电脑,10598.90,北京,未知,75,联想联保专卖店
ThinkPad X1 Nano i5 X1 Carbon 2024新款I7轻薄 办公 笔记本电脑,5745.00,上海,未知,100+,上海仁商实业有限公司
Xiaomi/小米 RedmiBook 13 Air 13 笔记本电脑超薄便携办公商务,2272.87,广东,深圳,200+,米立严选数码店
2024旗舰新品HP/惠普 spectre X360 可选英特尔Evo酷睿Ultra7 Arc,10399.00,广东,广州,68,惠普中国官方旗舰店
联想小新Air15/Air14旗舰大学生设计办公官方手提轻薄笔记本电脑,3499.00,上海,未知,200+,联想电脑正品自营店
HP/惠普 惠普星系列 青春版星book14/15锐龙女学生办公笔记本电脑,1592.87,上海,未知,100+,上海皓堡科技品牌电脑店
陈大克推荐大学生笔记本电脑MacBook Air/Pro新款苹果笔记本电脑,1888.00,广东,广州,400+,陈大克推荐数码产品店
Lenovo/联想笔记本电脑小新大学生商务办公设计编程i7游戏本超薄,1048.00,广东,广州,25,盛德提科技
